snapshot_date,data_as_of,adm2_code,adm1_name,adm2_name,DCR100,PRS100,priority100,v30,v3m,dlt_v30_raw,spillover
2025-11-07,2024-11-07,MX20556,Oaxaca,La Trinidad Vista Hermosa,17.9185104216915,16.6604802010193,17.163692289288182,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX20076,Oaxaca,La Reforma,16.18287538321028,16.226571441398995,16.20909301812351,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX16069,Michoacán de Ocampo,La Piedad,4.979282321046363,25.017801977289146,17.002394114792033,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX14053,Jalisco,Lagos de Moreno,37.2108950610791,53.968232404690944,47.26529746724621,4.415400918403391,15.453903214411868,4.415400918403391,6.509978811566149
2025-11-07,2024-11-07,MX21093,Puebla,Lafragua,20.0,24.586934885399643,22.752160931239786,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX18019,Nayarit,La Yesca,15.174519015273205,15.33047519377966,15.268092722377077,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX07099,Chiapas,La Trinitaria,20.0,16.858849017778894,18.115309410667336,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX12068,Guerrero,La Unión de Isidoro Montes de Oca,7.319343715071988,20.77276365853258,15.391395681148342,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX23007,Quintana Roo,Lázaro Cárdenas,14.848465566633745,16.245494438155383,15.686682889546727,0.0,0.0,0.0,0.480100481784491
2025-11-07,2024-11-07,MX30061,Veracruz de Ignacio de la Llave,Las Choapas,25.684115397682177,25.074735573500607,25.318487503173237,0.0,4.689771608122684,0.0,1.7051834893987308
2025-11-07,2024-11-07,MX16052,Michoacán de Ocampo,Lázaro Cárdenas,23.712553305177863,23.77519406490343,23.750137761013203,0.0,3.9041149371437496,-1.9520574685718748,10.280133641737342
2025-11-07,2024-11-07,MX30132,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,30.54536770054439,31.293408791330624,30.994192355016125,0.0,0.0,0.0,6.420133538777606
2025-11-07,2024-11-07,MX30107,Veracruz de Ignacio de la Llave,Las Minas,20.0,23.94292772976458,22.36575663785875,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX07075,Chiapas,Las Rosas,20.0,16.858849017778894,18.115309410667336,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX07052,Chiapas,Las Margaritas,20.0,16.858849017778894,18.115309410667336,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX13031,Hidalgo,Jacala de Ledezma,7.373976809294436,14.024346797920034,11.364198802469794,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX30086,Veracruz de Ignacio de la Llave,Jalacingo,29.234399363192807,23.633219731174638,25.873691583981905,0.0,7.966857871255577,0.0,0.0
2025-11-07,2024-11-07,MX16043,Michoacán de Ocampo,Jacona,45.16257374577218,79.99154646103858,66.05995737493203,16.519823788546255,16.519823788546255,16.519823788546255,17.320819026085932
2025-11-07,2024-11-07,MX18007,Nayarit,Jala,10.798569981025269,14.236487935217678,12.861320753540713,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX21085,Puebla,Izúcar de Matamoros,29.521257979246474,29.345275579941994,29.415668539663788,0.0,4.587997797761057,0.0,5.292125317527519
